publisher,mobility_type,conversion_country,country_code_by_phone,asset_country,attribution_type,platform,duration_install_to_activation,conversions,month
PublisherS,Other,IT,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,IT,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherS,Private Hire,IT,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,IT,DE,DE,install,No Device,>24h,1,2023-01-01
PublisherS,Private Hire,IT,DE,DE,install,ios,<24h,16,2023-01-01
PublisherS,Private Hire,IT,DE,DE,install,ios,<2h,18,2023-01-01
PublisherS,Private Hire,IT,DE,DE,install,ios,>24h,1,2023-01-01
PublisherS,Private Hire,IT,ES,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,IT,#N/A,DE,install,ios,<24h,15,2023-01-01
PublisherS,Private Hire,IT,#N/A,DE,install,ios,<2h,4,2023-01-01
PublisherT,Private Hire,IT,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherT,Private Hire,IT,IT,DE,install,android,<24h,1,2023-01-01
PublisherT,Private Hire,IT,DE,DE,install,ios,<2h,3,2023-01-01
PublisherT,Private Hire,IT,#N/A,DE,install,ios,<24h,3,2023-01-01
PublisherT,Private Hire,IT,#N/A,DE,install,ios,<2h,3,2023-01-01
PublisherA,TAXI,GR,DE,DE,install,android,<2h,6,2023-01-01
PublisherA,TAXI,GR,#N/A,DE,install,android,<2h,1,2023-01-01
PublisherA,Private Hire,GR,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherB,Other,GR,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherB,TAXI,GR,DE,DE,install,ios,<24h,1,2023-01-01
PublisherB,TAXI,GR,DE,DE,install,ios,<2h,4,2023-01-01
PublisherB,TAXI,GR,DE,DE,install,ios,no data,8,2023-01-01
PublisherB,Private Hire,GR,DE,DE,install,ios,no data,1,2023-01-01
PublisherG,TAXI,GR,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherG,TAXI,GR,DE,DE,install,ios,<24h,1,2023-01-01
PublisherG,TAXI,GR,DE,DE,install,ios,<2h,4,2023-01-01
PublisherK,TAXI,GR,DE,DE,install,ios,<2h,3,2023-01-01
PublisherK,TAXI,GR,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherK,TAXI,GR,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherM,TAXI,GR,DE,DE,retargeting,android,>24h,1,2023-01-01
PublisherM,TAXI,GR,DE,DE,retargeting,ios,>24h,1,2023-01-01
PublisherM,TAXI,GR,GR,DE,retargeting,ios,>24h,1,2023-01-01
PublisherM,Private Hire,GR,IT,DE,retargeting,android,<2h,1,2023-01-01
PublisherS,TAXI,GR,DE,DE,install,ios,<24h,2,2023-01-01
PublisherS,TAXI,GR,DE,DE,install,ios,<2h,4,2023-01-01
PublisherS,TAXI,GR,UK,DE,install,ios,<24h,1,2023-01-01
PublisherS,TAXI,GR,UK,DE,install,ios,<2h,1,2023-01-01
PublisherS,TAXI,GR,#N/A,DE,install,ios,<24h,2,2023-01-01
PublisherS,TAXI,GR,#N/A,DE,install,ios,<2h,2,2023-01-01
PublisherT,TAXI,GR,DE,DE,install,ios,<24h,2,2023-01-01
PublisherT,TAXI,GR,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherA,Other,UK,DE,DE,install,android,<2h,1,2023-01-01
PublisherA,TAXI,UK,DE,DE,install,android,<2h,1,2023-01-01
PublisherA,TAXI,UK,UK,DE,install,android,<2h,1,2023-01-01
PublisherB,Other,UK,#N/A,DE,install,ios,no data,1,2023-01-01
PublisherB,TAXI,UK,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherB,TAXI,UK,DE,DE,install,No Device,no data,2,2023-01-01
PublisherB,TAXI,UK,DE,DE,install,ios,<2h,2,2023-01-01
PublisherB,TAXI,UK,DE,DE,install,ios,no data,7,2023-01-01
PublisherB,Private Hire,UK,DE,DE,install,ios,<2h,1,2023-01-01
PublisherB,Private Hire,UK,DE,DE,install,ios,no data,7,2023-01-01
PublisherG,Other,UK,DE,DE,install,ios,<2h,3,2023-01-01
PublisherG,TAXI,UK,DE,DE,install,ios,<24h,1,2023-01-01
PublisherG,TAXI,UK,DE,DE,install,ios,<2h,4,2023-01-01
PublisherG,Private Hire,UK,DE,DE,install,ios,<2h,1,2023-01-01
PublisherK,Other,UK,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherK,Other,UK,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherK,TAXI,UK,DE,DE,install,ios,<24h,1,2023-01-01
PublisherK,TAXI,UK,DE,DE,install,ios,<2h,1,2023-01-01
PublisherK,TAXI,UK,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherK,Private Hire,UK,DE,DE,install,ios,<2h,1,2023-01-01
PublisherM,TAXI,UK,IT,DE,retargeting,android,>24h,1,2023-01-01
PublisherM,TAXI,UK,#N/A,DE,retargeting,android,<2h,1,2023-01-01
PublisherS,TAXI,UK,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherS,TAXI,UK,DE,DE,install,ios,<24h,2,2023-01-01
PublisherS,TAXI,UK,DE,DE,install,ios,<2h,1,2023-01-01
PublisherS,TAXI,UK,UK,DE,install,ios,<24h,1,2023-01-01
PublisherS,TAXI,UK,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,UK,DE,DE,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,UK,UK,DE,install,ios,<2h,2,2023-01-01
PublisherS,Private Hire,UK,PL,DE,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,UK,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,UK,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherT,TAXI,UK,DE,DE,install,ios,<2h,1,2023-01-01
PublisherT,Private Hire,UK,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherA,Other,FR,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherA,Private Hire,FR,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherA,Private Hire,FR,DE,DE,install,android,<24h,1,2023-01-01
PublisherA,Private Hire,FR,DE,DE,install,android,<2h,15,2023-01-01
PublisherA,Private Hire,FR,FR,DE,install,android,<2h,2,2023-01-01
PublisherA,Private Hire,FR,FR,DE,install,android,>24h,1,2023-01-01
PublisherA,Private Hire,FR,#N/A,DE,install,android,<2h,1,2023-01-01
PublisherB,Private Hire,FR,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherB,Private Hire,FR,DE,DE,install,No Device,no data,10,2023-01-01
PublisherB,Private Hire,FR,AT,DE,install,ios,no data,1,2023-01-01
PublisherB,Private Hire,FR,DE,DE,install,ios,<24h,1,2023-01-01
PublisherB,Private Hire,FR,DE,DE,install,ios,<2h,14,2023-01-01
PublisherB,Private Hire,FR,DE,DE,install,ios,no data,27,2023-01-01
PublisherB,Private Hire,FR,FR,DE,install,ios,<24h,1,2023-01-01
PublisherB,Private Hire,FR,FR,DE,install,ios,<2h,3,2023-01-01
PublisherB,Private Hire,FR,FR,DE,install,ios,no data,7,2023-01-01
PublisherB,Private Hire,FR,#N/A,DE,install,ios,no data,1,2023-01-01
PublisherG,Private Hire,FR,DE,DE,install,ios,<24h,5,2023-01-01
PublisherG,Private Hire,FR,DE,DE,install,ios,<2h,6,2023-01-01
PublisherG,Private Hire,FR,FR,DE,install,ios,<24h,1,2023-01-01
PublisherG,Private Hire,FR,FR,DE,install,ios,<2h,1,2023-01-01
PublisherG,Private Hire,FR,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherI,Private Hire,FR,DE,DE,retargeting,android,<2h,1,2023-01-01
PublisherK,Private Hire,FR,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherK,Private Hire,FR,DE,DE,install,ios,<24h,1,2023-01-01
PublisherK,Private Hire,FR,DE,DE,install,ios,<2h,2,2023-01-01
PublisherK,Private Hire,FR,IT,DE,install,ios,<24h,1,2023-01-01
PublisherK,Private Hire,FR,FR,DE,install,ios,<24h,1,2023-01-01
PublisherK,Private Hire,FR,#N/A,DE,install,ios,<2h,2,2023-01-01
PublisherM,Private Hire,FR,DE,DE,retargeting,android,<24h,1,2023-01-01
PublisherM,Private Hire,FR,DE,DE,retargeting,android,<2h,2,2023-01-01
PublisherM,Private Hire,FR,FR,DE,retargeting,android,>24h,1,2023-01-01
PublisherM,Private Hire,FR,FR,DE,retargeting,ios,<2h,1,2023-01-01
PublisherO,Private Hire,FR,DE,DE,install,ios,<24h,1,2023-01-01
PublisherO,Private Hire,FR,DE,DE,install,ios,<2h,1,2023-01-01
PublisherO,Private Hire,FR,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,FR,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherS,Private Hire,FR,GR,DE,install,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,FR,DE,DE,install,ios,<24h,7,2023-01-01
PublisherS,Private Hire,FR,DE,DE,install,ios,<2h,8,2023-01-01
PublisherS,Private Hire,FR,GR,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,FR,UK,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,FR,FR,DE,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,FR,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,FR,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherT,Private Hire,FR,DE,DE,install,android,<2h,1,2023-01-01
PublisherT,Private Hire,FR,DE,DE,install,ios,<24h,1,2023-01-01
PublisherT,Private Hire,FR,DE,DE,install,ios,<2h,2,2023-01-01
PublisherA,Private Hire,IE,DE,DE,install,No Device,<2h,5,2023-01-01
PublisherA,Private Hire,IE,DE,DE,install,android,<24h,1,2023-01-01
PublisherA,Private Hire,IE,DE,DE,install,android,<2h,8,2023-01-01
PublisherB,Private Hire,IE,DE,DE,install,No Device,<2h,2,2023-01-01
PublisherB,Private Hire,IE,DE,DE,install,No Device,no data,6,2023-01-01
PublisherB,Private Hire,IE,DE,DE,install,ios,<2h,4,2023-01-01
PublisherB,Private Hire,IE,DE,DE,install,ios,no data,17,2023-01-01
PublisherB,Private Hire,IE,IE,DE,install,ios,no data,1,2023-01-01
PublisherB,Private Hire,IE,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherB,Private Hire,IE,#N/A,DE,install,ios,no data,1,2023-01-01
PublisherG,Private Hire,IE,DE,DE,install,No Device,<24h,2,2023-01-01
PublisherG,Private Hire,IE,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherG,Private Hire,IE,#N/A,DE,install,No Device,<2h,1,2023-01-01
PublisherG,Private Hire,IE,DE,DE,install,ios,<24h,2,2023-01-01
PublisherG,Private Hire,IE,DE,DE,install,ios,<2h,9,2023-01-01
PublisherG,Private Hire,IE,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherK,Private Hire,IE,AT,DE,install,No Device,<24h,1,2023-01-01
PublisherK,Private Hire,IE,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherK,Private Hire,IE,DE,DE,install,No Device,<2h,2,2023-01-01
PublisherK,Private Hire,IE,DE,DE,install,ios,<24h,3,2023-01-01
PublisherK,Private Hire,IE,DE,DE,install,ios,<2h,6,2023-01-01
PublisherK,Private Hire,IE,IT,DE,install,ios,<24h,1,2023-01-01
PublisherK,Private Hire,IE,UK,DE,install,ios,<24h,1,2023-01-01
PublisherM,Private Hire,IE,DE,DE,retargeting,No Device,<24h,1,2023-01-01
PublisherM,Private Hire,IE,DE,DE,retargeting,android,<2h,3,2023-01-01
PublisherM,Private Hire,IE,DE,DE,retargeting,android,>24h,1,2023-01-01
PublisherM,Private Hire,IE,DE,DE,retargeting,ios,>24h,1,2023-01-01
PublisherM,Private Hire,IE,IE,DE,retargeting,ios,<24h,1,2023-01-01
PublisherS,Private Hire,IE,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,IE,DE,DE,install,ios,<24h,6,2023-01-01
PublisherS,Private Hire,IE,DE,DE,install,ios,<2h,5,2023-01-01
PublisherS,Private Hire,IE,IT,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,IE,#N/A,DE,install,ios,<24h,2,2023-01-01
PublisherS,Private Hire,IE,#N/A,DE,install,ios,<2h,4,2023-01-01
PublisherS,Private Hire,IE,#N/A,DE,install,ios,>24h,1,2023-01-01
PublisherT,Private Hire,IE,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherT,Private Hire,IE,GR,DE,install,No Device,<2h,1,2023-01-01
PublisherT,Private Hire,IE,DE,DE,install,ios,<2h,2,2023-01-01
PublisherT,Private Hire,IE,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherA,Other,ES,ES,DE,install,No Device,<2h,1,2023-01-01
PublisherA,Private Hire,ES,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherA,Private Hire,ES,ES,DE,install,No Device,<2h,1,2023-01-01
PublisherA,Private Hire,ES,DE,DE,install,android,<2h,9,2023-01-01
PublisherA,Private Hire,ES,DE,DE,install,android,>24h,1,2023-01-01
PublisherA,Private Hire,ES,ES,DE,install,android,<2h,2,2023-01-01
PublisherA,Private Hire,ES,#N/A,DE,install,android,<24h,1,2023-01-01
PublisherA,Private Hire,ES,#N/A,DE,install,android,<2h,2,2023-01-01
PublisherA,Private Hire,ES,DE,DE,install,ios,<2h,1,2023-01-01
PublisherB,Other,ES,DE,DE,install,No Device,no data,1,2023-01-01
PublisherB,Private Hire,ES,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherB,Private Hire,ES,DE,DE,install,No Device,no data,5,2023-01-01
PublisherB,Private Hire,ES,GR,DE,install,No Device,<2h,1,2023-01-01
PublisherB,Private Hire,ES,ES,DE,install,No Device,<2h,1,2023-01-01
PublisherB,Private Hire,ES,ES,DE,install,No Device,no data,1,2023-01-01
PublisherB,Private Hire,ES,DE,DE,install,ios,<2h,11,2023-01-01
PublisherB,Private Hire,ES,DE,DE,install,ios,no data,16,2023-01-01
PublisherB,Private Hire,ES,ES,DE,install,ios,no data,1,2023-01-01
PublisherG,Private Hire,ES,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherG,Private Hire,ES,ES,DE,install,No Device,<2h,1,2023-01-01
PublisherG,Private Hire,ES,DE,DE,install,ios,<24h,4,2023-01-01
PublisherG,Private Hire,ES,DE,DE,install,ios,<2h,6,2023-01-01
PublisherI,Private Hire,ES,DE,DE,retargeting,android,<24h,1,2023-01-01
PublisherK,Other,ES,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherK,Private Hire,ES,#N/A,DE,install,No Device,<2h,1,2023-01-01
PublisherK,Private Hire,ES,DE,DE,install,ios,<24h,2,2023-01-01
PublisherK,Private Hire,ES,DE,DE,install,ios,<2h,6,2023-01-01
PublisherK,Private Hire,ES,UK,DE,install,ios,<2h,2,2023-01-01
PublisherK,Private Hire,ES,ES,DE,install,ios,<2h,1,2023-01-01
PublisherK,Private Hire,ES,#N/A,DE,install,ios,<24h,3,2023-01-01
PublisherK,Private Hire,ES,#N/A,DE,install,ios,<2h,2,2023-01-01
PublisherM,Private Hire,ES,DE,DE,retargeting,No Device,<2h,1,2023-01-01
PublisherM,Private Hire,ES,DE,DE,retargeting,android,<2h,2,2023-01-01
PublisherM,Private Hire,ES,DE,DE,retargeting,ios,>24h,1,2023-01-01
PublisherO,Private Hire,ES,DE,DE,install,ios,<2h,1,2023-01-01
PublisherS,Other,ES,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherS,Other,ES,#N/A,DE,install,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,ES,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherS,Private Hire,ES,DE,DE,install,No Device,<2h,2,2023-01-01
PublisherS,Private Hire,ES,UK,DE,install,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,ES,#N/A,DE,install,No Device,<24h,2,2023-01-01
PublisherS,Private Hire,ES,DE,DE,install,ios,<24h,4,2023-01-01
PublisherS,Private Hire,ES,DE,DE,install,ios,<2h,8,2023-01-01
PublisherS,Private Hire,ES,IE,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,ES,ES,DE,install,ios,<2h,1,2023-01-01
PublisherS,Private Hire,ES,PT,DE,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,ES,#N/A,DE,install,ios,<24h,5,2023-01-01
PublisherS,Private Hire,ES,#N/A,DE,install,ios,<2h,7,2023-01-01
PublisherT,Private Hire,ES,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherT,Private Hire,ES,DE,DE,install,ios,<2h,1,2023-01-01
PublisherT,Private Hire,ES,GR,DE,install,ios,<2h,3,2023-01-01
PublisherT,Private Hire,ES,#N/A,DE,install,ios,<24h,2,2023-01-01
PublisherT,Private Hire,ES,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherA,Private Hire,PL,DE,DE,install,No Device,<2h,2,2023-01-01
PublisherA,Private Hire,PL,PL,DE,install,No Device,<2h,1,2023-01-01
PublisherA,Private Hire,PL,AT,DE,install,android,<2h,1,2023-01-01
PublisherA,Private Hire,PL,DE,DE,install,android,<2h,10,2023-01-01
PublisherA,Private Hire,PL,DE,DE,install,android,>24h,1,2023-01-01
PublisherA,Private Hire,PL,UK,DE,install,android,<2h,1,2023-01-01
PublisherA,Private Hire,PL,ES,DE,install,android,<2h,1,2023-01-01
PublisherA,Private Hire,PL,PL,DE,install,android,<2h,8,2023-01-01
PublisherB,Private Hire,PL,DE,DE,install,ios,<2h,7,2023-01-01
PublisherB,Private Hire,PL,DE,DE,install,ios,>24h,1,2023-01-01
PublisherB,Private Hire,PL,DE,DE,install,ios,no data,13,2023-01-01
PublisherB,Private Hire,PL,#N/A,DE,install,ios,>24h,1,2023-01-01
PublisherG,Other,PL,DE,DE,install,No Device,<24h,1,2023-01-01
PublisherG,Private Hire,PL,DE,DE,install,No Device,<2h,2,2023-01-01
PublisherG,Private Hire,PL,DE,DE,install,ios,<24h,1,2023-01-01
PublisherG,Private Hire,PL,DE,DE,install,ios,<2h,4,2023-01-01
PublisherI,Private Hire,PL,#N/A,DE,retargeting,android,<2h,1,2023-01-01
PublisherK,Private Hire,PL,DE,DE,install,No Device,<2h,1,2023-01-01
PublisherK,Private Hire,PL,DE,DE,install,ios,<24h,1,2023-01-01
PublisherK,Private Hire,PL,DE,DE,install,ios,<2h,2,2023-01-01
PublisherK,Private Hire,PL,PL,DE,install,ios,<24h,2,2023-01-01
PublisherK,Private Hire,PL,#N/A,DE,install,ios,<24h,1,2023-01-01
PublisherK,Private Hire,PL,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherM,Private Hire,PL,DE,DE,retargeting,No Device,<24h,1,2023-01-01
PublisherM,Private Hire,PL,DE,DE,retargeting,android,<24h,1,2023-01-01
PublisherM,Private Hire,PL,DE,DE,retargeting,android,<2h,1,2023-01-01
PublisherM,Private Hire,PL,PL,DE,retargeting,android,<2h,4,2023-01-01
PublisherR,Private Hire,PL,DE,DE,retargeting,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,PL,DE,DE,install,ios,<24h,3,2023-01-01
PublisherS,Private Hire,PL,DE,DE,install,ios,<2h,5,2023-01-01
PublisherS,Private Hire,PL,#N/A,DE,install,ios,<2h,1,2023-01-01
PublisherT,Private Hire,PL,DE,DE,install,ios,<2h,2,2023-01-01
PublisherA,Private Hire,AT,UK,UK,install,android,<2h,1,2023-01-01
PublisherB,Private Hire,AT,UK,UK,install,ios,no data,3,2023-01-01
PublisherB,Private Hire,AT,#N/A,UK,install,ios,<2h,1,2023-01-01
PublisherD,Private Hire,AT,UK,UK,retargeting,ios,<2h,1,2023-01-01
PublisherG,Private Hire,AT,UK,UK,install,ios,<2h,1,2023-01-01
PublisherJ,Private Hire,AT,UK,UK,install,ios,<2h,1,2023-01-01
PublisherK,Private Hire,AT,UK,UK,install,ios,<24h,1,2023-01-01
PublisherK,Private Hire,AT,#N/A,UK,install,ios,<2h,1,2023-01-01
PublisherR,Private Hire,AT,#N/A,UK,retargeting,android,<2h,1,2023-01-01
PublisherS,Private Hire,AT,UK,UK,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,AT,UK,UK,install,ios,<2h,2,2023-01-01
PublisherS,Private Hire,AT,#N/A,UK,install,ios,<24h,2,2023-01-01
PublisherA,TAXI,DE,UK,UK,install,android,<2h,1,2023-01-01
PublisherA,TAXI,DE,#N/A,UK,install,android,<2h,1,2023-01-01
PublisherA,Private Hire,DE,#N/A,UK,install,No Device,<2h,1,2023-01-01
PublisherA,Private Hire,DE,AT,UK,install,android,<2h,2,2023-01-01
PublisherA,Private Hire,DE,UK,UK,install,android,<2h,7,2023-01-01
PublisherB,TAXI,DE,UK,UK,install,ios,no data,4,2023-01-01
PublisherB,Private Hire,DE,UK,UK,install,No Device,<2h,2,2023-01-01
PublisherB,Private Hire,DE,UK,UK,install,No Device,no data,5,2023-01-01
PublisherB,Private Hire,DE,UK,UK,install,ios,<2h,8,2023-01-01
PublisherB,Private Hire,DE,UK,UK,install,ios,no data,32,2023-01-01
PublisherD,Other,DE,FR,UK,retargeting,No Device,<2h,1,2023-01-01
PublisherD,Other,DE,ES,UK,retargeting,No Device,<2h,1,2023-01-01
PublisherD,Private Hire,DE,UK,UK,retargeting,ios,<2h,1,2023-01-01
PublisherF,TAXI,DE,UK,UK,retargeting,ios,<24h,1,2023-01-01
PublisherF,TAXI,DE,UK,UK,retargeting,ios,<2h,2,2023-01-01
PublisherG,TAXI,DE,AT,UK,install,ios,<2h,1,2023-01-01
PublisherG,TAXI,DE,DE,UK,install,ios,<2h,1,2023-01-01
PublisherG,TAXI,DE,UK,UK,install,ios,<2h,4,2023-01-01
PublisherG,TAXI,DE,#N/A,UK,install,ios,<2h,2,2023-01-01
PublisherG,Private Hire,DE,UK,UK,install,ios,<24h,3,2023-01-01
PublisherG,Private Hire,DE,UK,UK,install,ios,<2h,7,2023-01-01
PublisherG,Private Hire,DE,#N/A,UK,install,ios,<2h,1,2023-01-01
PublisherJ,TAXI,DE,UK,UK,install,ios,<2h,4,2023-01-01
PublisherJ,Private Hire,DE,UK,UK,install,ios,<2h,1,2023-01-01
PublisherJ,Private Hire,DE,#N/A,UK,install,ios,<2h,1,2023-01-01
PublisherK,Other,DE,UK,UK,install,No Device,<2h,1,2023-01-01
PublisherK,TAXI,DE,DE,UK,install,ios,<2h,1,2023-01-01
PublisherK,TAXI,DE,UK,UK,install,ios,<24h,1,2023-01-01
PublisherK,TAXI,DE,UK,UK,install,ios,<2h,3,2023-01-01
PublisherK,TAXI,DE,#N/A,UK,install,ios,<2h,1,2023-01-01
PublisherK,Private Hire,DE,UK,UK,install,ios,<2h,11,2023-01-01
PublisherK,Private Hire,DE,#N/A,UK,install,ios,<24h,4,2023-01-01
PublisherO,Private Hire,DE,DE,UK,install,ios,<24h,1,2023-01-01
PublisherO,Private Hire,DE,DE,UK,install,ios,<2h,1,2023-01-01
PublisherO,Private Hire,DE,UK,UK,install,ios,<2h,1,2023-01-01
PublisherR,Other,DE,DE,UK,retargeting,No Device,<24h,1,2023-01-01
PublisherR,TAXI,DE,#N/A,UK,retargeting,android,<2h,1,2023-01-01
PublisherR,Private Hire,DE,AT,UK,retargeting,No Device,<2h,1,2023-01-01
PublisherR,Private Hire,DE,UK,UK,retargeting,ios,<24h,1,2023-01-01
PublisherS,Other,DE,UK,UK,install,No Device,<2h,1,2023-01-01
PublisherS,Other,DE,UK,UK,install,No Device,>24h,1,2023-01-01
PublisherS,TAXI,DE,UK,UK,install,No Device,<2h,1,2023-01-01
PublisherS,TAXI,DE,AT,UK,install,ios,<2h,1,2023-01-01
PublisherS,TAXI,DE,DE,UK,install,ios,<24h,1,2023-01-01
PublisherS,TAXI,DE,UK,UK,install,ios,<24h,2,2023-01-01
PublisherS,TAXI,DE,UK,UK,install,ios,<2h,3,2023-01-01
PublisherS,TAXI,DE,#N/A,UK,install,ios,<24h,3,2023-01-01
PublisherS,TAXI,DE,#N/A,UK,install,ios,<2h,4,2023-01-01
PublisherS,Private Hire,DE,UK,UK,install,No Device,<24h,1,2023-01-01
PublisherS,Private Hire,DE,UK,UK,install,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,DE,#N/A,UK,install,No Device,<2h,1,2023-01-01
PublisherS,Private Hire,DE,AT,UK,install,ios,<2h,2,2023-01-01
PublisherS,Private Hire,DE,DE,UK,install,ios,<24h,1,2023-01-01
PublisherS,Private Hire,DE,UK,UK,install,ios,<24h,4,2023-01-01
PublisherS,Private Hire,DE,UK,UK,install,ios,<2h,13,2023-01-01
PublisherS,Private Hire,DE,UK,UK,install,ios,>24h,1,2023-01-01
PublisherS,Private Hire,DE,#N/A,UK,install,ios,<24h,4,2023-01-01
PublisherS,Private Hire,DE,#N/A,UK,install,ios,<2h,7,2023-01-01
PublisherT,TAXI,DE,UK,UK,install,ios,<2h,2,2023-01-01
PublisherT,Private Hire,DE,DE,UK,install,ios,<2h,1,2023-01-01
PublisherT,Private Hire,DE,#N/A,UK,install,ios,<24h,2,2023-01-01
PublisherT,Private Hire,DE,#N/A,UK,install,ios,<2h,1,2023-01-01
PublisherA,Other,IT,#N/A,UK,install,No Device,<2h,1,2023-01-01
PublisherA,Other,IT,AT,UK,install,android,<2h,1,2023-01-01
PublisherA,Other,IT,#N/A,UK,install,android,<2h,1,2023-01-01
PublisherA,Private Hire,IT,UK,UK,install,No Device,<2h,4,2023-01-01
PublisherA,Private Hire,IT,AT,UK,install,android,<2h,2,2023-01-01
PublisherA,Private Hire,IT,IT,UK,install,android,<2h,1,2023-01-01
PublisherA,Private Hire,IT,UK,UK,install,android,<24h,2,2023-01-01
PublisherA,Private Hire,IT,UK,UK,install,android,<2h,38,2023-01-01
PublisherA,Private Hire,IT,UK,UK,install,android,>24h,2,2023-01-01
PublisherA,Private Hire,IT,PL,UK,install,android,<2h,2,2023-01-01
PublisherA,Private Hire,IT,#N/A,UK,install,android,<2h,7,2023-01-01
PublisherA,Private Hire,IT,UK,UK,retargeting,android,<2h,2,2023-01-01
PublisherB,Other,IT,UK,UK,install,No Device,<24h,1,2023-01-01
PublisherB,Other,IT,UK,UK,install,No Device,<2h,1,2023-01-01
PublisherB,Other,IT,UK,UK,install,ios,<2h,1,2023-01-01
PublisherB,Other,IT,UK,UK,install,ios,no data,1,2023-01-01
PublisherB,Private Hire,IT,IT,UK,install,No Device,no data,2,2023-01-01
PublisherB,Private Hire,IT,UK,UK,install,No Device,<2h,3,2023-01-01
PublisherB,Private Hire,IT,UK,UK,install,No Device,no data,11,2023-01-01
PublisherB,Private Hire,IT,ES,UK,install,No Device,<2h,1,2023-01-01
PublisherB,Private Hire,IT,AT,UK,install,ios,no data,1,2023-01-01
PublisherB,Private Hire,IT,IT,UK,install,ios,<24h,1,2023-01-01
PublisherB,Private Hire,IT,IT,UK,install,ios,<2h,5,2023-01-01
PublisherB,Private Hire,IT,IT,UK,install,ios,no data,4,2023-01-01
PublisherB,Private Hire,IT,UK,UK,install,ios,<24h,4,2023-01-01
PublisherB,Private Hire,IT,UK,UK,install,ios,<2h,45,2023-01-01
PublisherB,Private Hire,IT,UK,UK,install,ios,>24h,2,2023-01-01
PublisherB,Private Hire,IT,UK,UK,install,ios,no data,108,2023-01-01
PublisherB,Private Hire,IT,#N/A,UK,install,ios,<24h,1,2023-01-01
PublisherB,Private Hire,IT,#N/A,UK,install,ios,<2h,1,2023-01-01
PublisherB,Private Hire,IT,#N/A,UK,install,ios,no data,1,2023-01-01
PublisherD,Other,IT,#N/A,UK,retargeting,ios,<2h,1,2023-01-01
PublisherD,Private Hire,IT,#N/A,UK,install,ios,<2h,1,2023-01-01
